,goalkeepers,url,pen_taker,outcome,off_target,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
191,Fraser Forster,/en/matches/2c313b76/Southampton-Burnley-April-4-2021-Premier-League,Chris Wood,Scored,,-0.140625,0.234375,-0.061734933,-0.234375,0.078125,0.1508232,0.03125,0.0,0.002408598,0.015625,-0.015625,-0.0044502667,0.109375,0.171875,0.10177008,0.296875,0.296875,0.015607323,0.0,0.0,0.0,-0.140625,-0.1875,-0.054863933,-0.171875,-0.21875,-0.10234327,-0.265625,-0.328125,-0.111771606,-0.15625,-0.109375,-0.022050388,-0.15625,-0.078125,0.02573372,-0.15625,-0.203125,-0.054199096,-0.140625,-0.1875,-0.12937494,-0.140625,-0.078125,-0.20005302,-0.28125,-0.078125,-0.15972514
192,Fraser Forster,/en/matches/3dee3681/West-Bromwich-Albion-Southampton-April-12-2021-Premier-League,Matheus Pereira,Scored,,0.1875,0.296875,-0.025285095,0.15625,0.09375,0.05352624,-0.046875,0.0,-0.050606616,0.0625,-0.015625,0.034048397,0.1875,0.125,0.040431954,0.15625,0.28125,0.0261214,0.0,0.0,0.0,0.09375,-0.234375,-0.03633128,0.09375,-0.234375,-0.0970216,0.15625,-0.359375,-0.078102514,-0.078125,0.140625,-0.19385208,-0.109375,-0.0625,-0.117142536,0.015625,-0.234375,-0.099862374,0.1875,-0.25,-0.06766276,0.234375,-0.109375,-0.008424452,0.296875,0.03125,-0.025537709
193,Sam Johnstone,/en/matches/3dee3681/West-Bromwich-Albion-Southampton-April-12-2021-Premier-League,James Ward-Prowse,Missed,,0.203125,0.328125,0.00587639,0.125,0.140625,0.1479068,0.015625,0.0,-0.0543042,-0.03125,-0.015625,0.03453125,0.125,0.140625,0.22059938,0.125,0.25,0.23321164,0.0,0.0,0.0,0.109375,-0.203125,-0.003295199,0.109375,-0.21875,-0.011871209,0.140625,-0.359375,-0.03196746,0.21875,0.0625,0.020844633,0.21875,-0.0625,-0.016136188,0.171875,-0.203125,-0.037701134,0.03125,-0.21875,0.026060559,0.21875,-0.078125,0.004866542,0.25,0.078125,-0.021657802
194,Hugo Lloris,/en/matches/ebeb462d/Everton-Tottenham-Hotspur-April-16-2021-Premier-League,Gylfi Sigurðsson,Scored,,0.109375,0.28125,-0.23109543,-0.078125,0.046875,-0.25206745,-0.078125,-0.015625,-0.016614728,0.0625,-0.015625,0.004586271,0.25,0.15625,0.13348974,0.390625,0.328125,-0.06689399,0.0,0.0,0.0,-0.015625,-0.296875,-0.03247657,-0.015625,-0.28125,-0.10002295,0.0,-0.453125,-0.07953068,-0.25,-0.125,0.0010962605,-0.234375,-0.25,-0.032384597,-0.140625,-0.3125,-0.049428225,0.109375,-0.296875,-0.07492633,0.265625,-0.171875,0.01615862,0.40625,-0.015625,0.012559962
195,Martin Dúbravka,/en/matches/25a3b695/Newcastle-United-West-Ham-United-April-17-2021-Premier-League,Jesse Lingard,Scored,,-0.125,0.328125,-0.07537724,0.0,0.171875,-0.10347643,-0.046875,0.0,-0.038849004,0.046875,0.0,0.046505816,0.25,0.125,0.093177654,0.171875,0.25,0.017501978,0.0,0.0,0.0,0.09375,-0.171875,-0.018836625,0.125,-0.1875,-0.077154495,0.25,-0.3125,-0.03723389,-0.125,0.015625,-0.06689173,-0.078125,-0.109375,-0.08365454,0.046875,-0.171875,-0.10559337,0.140625,-0.171875,0.0021502865,0.03125,-0.140625,0.111638434,0.078125,-0.078125,0.1509009
196,Mathew Ryan,/en/matches/a19ff865/Arsenal-Fulham-April-18-2021-Premier-League,Josh Maja,Scored,,-0.15625,0.296875,-0.029604442,-0.1875,0.109375,0.09945118,-0.0625,0.0,0.017210059,0.03125,0.0,-0.018278934,-0.09375,0.125,-0.08399507,-0.140625,0.359375,-0.014019945,0.0,0.0,0.0,-0.140625,-0.1875,-0.045793686,-0.140625,-0.1875,-0.11613197,-0.25,-0.3125,-0.0316885,-0.28125,0.03125,0.046572767,-0.234375,-0.09375,0.044056226,-0.21875,-0.1875,-0.060635827,-0.0625,-0.1875,-0.1322824,0.078125,0.046875,-0.081003636,0.0625,0.1875,-0.12791605
197,Alex McCarthy,/en/matches/81a7befa/Tottenham-Hotspur-Southampton-April-21-2021-Premier-League,Son Heung-min,Scored,,0.046875,0.203125,0.023426155,-0.125,0.125,0.23762645,-0.03125,-0.015625,0.028521135,0.0625,0.0,-0.030437512,0.09375,0.203125,0.007937646,0.265625,0.34375,-0.012735279,0.0,0.0,0.0,-0.09375,-0.203125,-0.018521486,-0.109375,-0.21875,-0.050343458,-0.203125,-0.34375,-0.06523337,-0.15625,-0.109375,0.10207545,-0.09375,-0.140625,0.14907473,-0.140625,-0.203125,-0.005355737,-0.0625,-0.203125,-0.107470416,0.046875,-0.140625,-0.13951282,0.078125,0.0,-0.09686069
198,Sam Johnstone,/en/matches/2ab535fa/Aston-Villa-West-Bromwich-Albion-April-25-2021-Premier-League,Anwar El Ghazi,Scored,,-0.390625,0.4375,-0.011708837,-0.234375,0.21875,0.02069848,-0.078125,0.0,-0.004921035,0.0625,0.015625,0.008592006,0.140625,0.125,0.028377295,0.015625,0.421875,-0.07351176,0.0,0.0,0.0,0.03125,-0.21875,-0.042464714,0.03125,-0.203125,-0.10231657,0.015625,-0.390625,-0.051291946,-0.234375,-0.125,-0.06816609,-0.15625,-0.171875,-0.049343787,-0.046875,-0.21875,-0.08670443,0.109375,-0.203125,-0.08003334,0.1875,-0.03125,-0.02571593,0.203125,0.09375,-0.017983107
199,Emiliano Martínez,/en/matches/2ab535fa/Aston-Villa-West-Bromwich-Albion-April-25-2021-Premier-League,Matheus Pereira,Scored,,-0.328125,0.1875,0.10272476,-0.1875,0.125,0.07939163,-0.015625,0.0,0.031522565,0.03125,0.0,-0.022570483,-0.140625,0.09375,-0.0037941388,-0.03125,0.15625,0.19449338,0.0,0.0,0.0,-0.109375,-0.21875,-0.005449212,-0.09375,-0.21875,-0.0020173206,-0.109375,-0.359375,-0.081405856,-0.328125,0.171875,-0.049233194,-0.140625,-0.140625,0.10226988,-0.109375,-0.125,0.07450965,-0.203125,-0.265625,-0.07695305,-0.34375,-0.34375,-0.07831399,-0.109375,-0.15625,-0.16055761
200,Kasper Schmeichel,/en/matches/c0d4f879/Southampton-Leicester-City-April-30-2021-Premier-League,James Ward-Prowse,Scored,,-0.171875,0.328125,-0.10255954,-0.171875,0.078125,0.07653618,-0.0625,0.0,-0.0031705587,0.046875,-0.015625,0.008917525,0.21875,0.15625,0.0511145,0.375,0.3125,-0.03855262,0.0,0.0,0.0,-0.015625,-0.25,-0.028076341,-0.015625,-0.265625,-0.074133225,-0.046875,-0.40625,-0.018195944,-0.375,-0.03125,-0.03676344,-0.25,-0.140625,-0.011982068,-0.125,-0.234375,-0.034968153,0.078125,-0.25,-0.059918147,0.1875,-0.171875,0.000539909,0.234375,-0.078125,-0.06261593
201,Illan Meslier,/en/matches/1e2ba709/Brighton-and-Hove-Albion-Leeds-United-May-1-2021-Premier-League,Pascal Groß,Scored,,-0.125,0.3125,-0.047866665,-0.25,0.109375,0.24220495,-0.046875,0.015625,0.021285791,0.0,0.0,-0.051763494,0.0625,0.1875,0.121079445,0.265625,0.359375,0.00043952768,0.0,0.0,0.0,-0.1875,-0.171875,-0.025235247,-0.1875,-0.171875,-0.061258256,-0.25,-0.3125,-0.08167863,-0.25,-0.03125,0.056346085,-0.25,-0.0625,0.118160136,-0.25,-0.15625,0.019010572,-0.125,-0.1875,-0.15225668,-0.15625,-0.046875,-0.11593129,-0.21875,0.0,-0.08231743
202,Łukasz Fabiański,/en/matches/a89e62a7/Burnley-West-Ham-United-May-3-2021-Premier-League,Chris Wood,Scored,,0.484375,0.359375,-0.05742436,-0.25,0.015625,-0.0025442857,-0.078125,0.03125,-0.008620116,0.0625,-0.046875,0.020103713,0.21875,0.1875,0.11122318,0.46875,0.375,0.0052584205,0.0,0.0,0.0,-0.046875,-0.203125,-0.060837455,-0.03125,-0.1875,-0.18272553,-0.03125,-0.390625,-0.068062544,-0.109375,0.28125,-0.23007037,-0.25,0.046875,-0.122092664,-0.171875,-0.1875,-0.13146941,0.09375,-0.234375,-0.08225611,0.25,-0.140625,-0.06414106,0.4375,-0.015625,-0.026417762
203,Edouard Mendy,/en/matches/b657d658/Manchester-City-Chelsea-May-8-2021-Premier-League,Sergio Agüero,Missed,,0.171875,0.21875,0.15344676,0.375,-0.046875,0.19886376,0.078125,0.0,-0.040311877,-0.0625,0.0,0.01314882,-0.09375,0.046875,0.37847292,-0.390625,0.234375,0.13917127,0.0,0.0,0.0,0.171875,-0.359375,0.030818565,0.203125,-0.421875,0.035165973,0.28125,-0.578125,0.051520206,0.15625,0.0625,-0.004179508,0.171875,-0.109375,0.02267067,0.265625,-0.328125,0.01739518,0.078125,-0.390625,0.085627474,-0.09375,-0.21875,0.101302624,-0.140625,-0.109375,0.15659358
204,Emiliano Martínez,/en/matches/c80d17ca/Aston-Villa-Manchester-United-May-9-2021-Premier-League,Bruno Fernandes,Scored,,0.265625,0.3125,0.09209507,0.078125,0.1875,0.22705707,0.015625,-0.015625,0.05549402,0.0,0.015625,-0.05688151,0.140625,0.203125,0.09358205,0.3125,0.34375,-0.017077079,0.0,0.0,0.0,-0.21875,-0.171875,-0.029606238,-0.234375,-0.171875,-0.052282337,-0.34375,-0.296875,-0.07071282,-0.171875,0.0625,0.20571916,-0.265625,0.03125,0.0583403,-0.15625,-0.203125,-0.028776053,-0.171875,-0.1875,-0.093747035,-0.09375,-0.09375,-0.13158831,-0.03125,0.078125,-0.1294671
205,Fraser Forster,/en/matches/5e4ec091/Southampton-Crystal-Palace-May-11-2021-Premier-League,Luka Milivojević,Missed,,-0.375,0.375,-0.041301407,-0.25,0.1875,0.17877206,-0.078125,-0.03125,-0.02730379,0.078125,0.03125,0.010532253,0.09375,0.171875,-0.055739604,-0.09375,0.390625,-0.1562872,0.0,0.0,0.0,0.125,-0.25,-0.06234067,0.125,-0.25,-0.14955573,0.203125,-0.390625,-0.08546408,-0.171875,0.0,-0.1572823,-0.15625,-0.1875,-0.065345265,0.015625,-0.28125,-0.085225396,0.265625,-0.203125,-0.06609447,0.296875,-0.0625,-0.0261662,0.28125,0.140625,-0.13340315
206,Scott Carson,/en/matches/27601c16/Newcastle-United-Manchester-City-May-14-2021-Premier-League,Joelinton,Scored,,0.015625,0.34375,-0.111257344,-0.171875,0.109375,-0.047252845,-0.0625,0.015625,-0.0054968055,0.0625,0.0,0.009987472,0.21875,0.1875,0.03180068,0.390625,0.390625,-0.013504627,0.0,0.0,0.0,-0.03125,-0.25,-0.031982005,-0.03125,-0.265625,-0.105747856,-0.015625,-0.4375,-0.068404555,-0.1875,0.0,-0.02489114,-0.1875,-0.03125,0.02628017,-0.171875,-0.21875,-0.109275185,0.109375,-0.28125,-0.06976453,0.203125,-0.21875,0.012229716,0.3125,-0.140625,-0.049307283
207,Scott Carson,/en/matches/27601c16/Newcastle-United-Manchester-City-May-14-2021-Premier-League,Joe Willock,Missed,,-0.09375,0.265625,-0.0020485665,-0.125,0.125,0.12189764,-0.046875,0.0,0.012883987,0.03125,-0.015625,-0.039874904,-0.078125,0.125,0.023697287,-0.0625,0.265625,-0.08582511,0.0,0.0,0.0,-0.125,-0.21875,-0.028009033,-0.15625,-0.25,-0.071451515,-0.265625,-0.375,-0.08931889,-0.28125,-0.046875,0.02697977,-0.21875,-0.09375,0.082395196,-0.1875,-0.21875,-0.044457924,-0.0625,-0.25,-0.100080065,0.09375,-0.109375,-0.18058391,0.125,-0.015625,-0.23955792
208,Kasper Schmeichel,/en/matches/509c9927/Chelsea-Leicester-City-May-18-2021-Premier-League,Jorginho,Scored,,-0.0625,0.1875,-0.051919933,-0.234375,0.0625,-0.069320194,-0.046875,0.03125,0.0026244987,0.046875,-0.03125,0.0035230336,0.25,0.078125,0.21450771,0.421875,0.1875,0.07591377,0.0,0.0,0.0,-0.125,-0.21875,-0.02960776,-0.125,-0.21875,-0.08806941,-0.1875,-0.390625,-0.05818471,-0.328125,0.046875,-0.095790006,-0.28125,-0.078125,-0.015100725,-0.234375,-0.1875,-0.07192336,0.0,-0.234375,-0.06473696,0.125,-0.15625,-0.032506384,0.234375,-0.09375,-0.039742652
209,Sam Johnstone,/en/matches/88927a77/West-Bromwich-Albion-West-Ham-United-May-19-2021-Premier-League,Declan Rice,Missed,1.0,0.21875,0.34375,-0.0871578,0.109375,0.140625,0.116557844,-0.0625,0.0,-0.050286513,0.046875,0.0,0.024795953,0.15625,0.140625,0.19125728,0.21875,0.3125,0.06458191,0.0,0.0,0.0,0.125,-0.1875,-0.020518638,0.125,-0.21875,-0.06787816,0.171875,-0.375,-0.052572295,-0.078125,-0.03125,-0.018406417,-0.015625,-0.09375,-0.09643522,0.03125,-0.203125,-0.055887338,0.21875,-0.171875,-0.072899796,0.25,-0.015625,-0.050220005,0.265625,0.109375,-0.01460564
210,Rui Patrício,/en/matches/2c081c94/Wolverhampton-Wanderers-Manchester-United-May-23-2021-Premier-League,Juan Mata,Scored,,-0.375,0.328125,0.029034184,-0.203125,0.140625,0.11133693,-0.0625,-0.015625,-0.007902215,0.078125,0.015625,0.0064454684,0.03125,0.1875,0.02252138,-0.109375,0.359375,-0.06673564,0.0,0.0,0.0,0.09375,-0.265625,-0.047325782,0.109375,-0.28125,-0.106139906,0.15625,-0.4375,-0.060565755,-0.171875,-0.03125,0.036301233,-0.109375,-0.15625,-0.030174922,-0.03125,-0.296875,-0.07853944,0.234375,-0.234375,-0.09545461,0.234375,-0.0625,0.00095936237,0.203125,0.0625,0.01722966
211,Sam Johnstone,/en/matches/9ade2b5d/Leeds-United-West-Bromwich-Albion-May-23-2021-Premier-League,Patrick Bamford,Scored,,-0.3125,0.359375,-0.0030521993,0.1875,0.078125,0.12632711,-0.046875,0.0,-0.04428176,0.03125,0.0,0.03875505,0.171875,0.078125,0.18845442,0.125,0.296875,0.040242575,0.0,0.0,0.0,0.046875,-0.1875,0.023836682,0.046875,-0.21875,0.017693264,0.15625,-0.4375,-0.061221607,-0.125,-0.15625,-0.05402302,-0.09375,-0.109375,-0.056960203,0.015625,-0.1875,-0.00051942887,0.0625,-0.1875,0.047475345,0.078125,-0.140625,0.07849588,0.109375,-0.171875,0.072299205
212,Hugo Lloris,/en/matches/0d04cd74/Leicester-City-Tottenham-Hotspur-May-23-2021-Premier-League,Jamie Vardy,Scored,,0.21875,0.4375,0.04560501,0.0,0.25,0.26658204,0.03125,0.0,0.023574172,-0.03125,-0.015625,-0.0084858155,-0.171875,0.21875,0.24528532,-0.0625,0.375,0.052314475,0.0,0.0,0.0,-0.15625,-0.140625,-0.025608571,-0.171875,-0.15625,-0.07483688,-0.296875,-0.234375,0.00918952,-0.078125,0.015625,0.21554305,-0.0625,-0.0625,0.06614206,-0.125,-0.140625,-0.052197292,-0.203125,-0.15625,-0.09240868,-0.140625,-0.03125,0.034736767,-0.234375,0.140625,0.017129155
213,Hugo Lloris,/en/matches/0d04cd74/Leicester-City-Tottenham-Hotspur-May-23-2021-Premier-League,Jamie Vardy,Scored,,-0.25,0.359375,0.027718993,-0.140625,0.171875,0.10552836,-0.0625,0.0,-0.0123565085,0.0625,0.0,0.009017801,0.1875,0.15625,0.1006789,0.234375,0.359375,-0.026611911,0.0,0.0,0.0,0.0,-0.234375,-0.021400994,0.0,-0.265625,-0.09731999,0.0,-0.421875,-0.05221532,-0.109375,-0.0625,-0.0042654993,-0.171875,-0.125,0.021454211,-0.109375,-0.25,-0.07036731,0.125,-0.234375,-0.061165992,0.140625,-0.109375,-0.0047791833,0.046875,-0.0625,-0.027841188
214,"Edouard Mendy,Kepa Arrizabalaga",/en/matches/0143966a/Aston-Villa-Chelsea-May-23-2021-Premier-League,Anwar El Ghazi,Scored,,0.203125,0.28125,-0.10923876,0.078125,0.125,0.018368194,-0.0625,0.015625,-0.03207937,0.0625,-0.015625,0.02192097,0.109375,0.125,0.11930511,0.140625,0.203125,0.09104375,0.0,0.0,0.0,0.015625,-0.21875,-0.028715389,0.03125,-0.25,-0.08976864,0.046875,-0.40625,-0.04403838,-0.265625,0.0625,-0.062647596,-0.234375,-0.09375,-0.008845316,-0.078125,-0.203125,-0.08699415,0.125,-0.234375,-0.061350543,0.109375,-0.140625,0.05357975,0.109375,-0.0625,0.035012525
215,Ederson,/en/matches/12d3970f/Manchester-City-Everton-May-23-2021-Premier-League,Gylfi Sigurðsson,Missed,,-0.09375,0.25,-0.08609006,-0.140625,0.0625,-0.04670571,-0.046875,0.0,-0.010960398,0.046875,-0.015625,0.0040958477,0.140625,0.109375,0.0854324,0.28125,0.25,-0.042828616,0.0,0.0,0.0,-0.015625,-0.171875,-0.031352155,-0.015625,-0.171875,-0.08297756,-0.03125,-0.296875,-0.06635661,-0.25,0.140625,-0.10262184,-0.171875,-0.046875,-0.09362252,-0.09375,-0.15625,-0.096719444,0.0625,-0.1875,-0.059243962,0.140625,-0.125,-0.010515559,0.25,-0.046875,-0.017532995
216,Marek Rodák,/en/matches/f966eee0/Fulham-Newcastle-United-May-23-2021-Premier-League,Fabian Schär,Scored,,-0.328125,0.328125,-0.029543335,-0.1875,0.109375,0.21595167,-0.078125,0.0,-0.008642901,0.078125,0.015625,-0.0033229706,0.140625,0.125,-0.028516227,0.171875,0.375,-0.08370481,0.0,0.0,0.0,-0.03125,-0.203125,-0.047301184,-0.03125,-0.1875,-0.105204254,-0.09375,-0.34375,-0.055443853,-0.3125,0.078125,-0.09008852,-0.234375,-0.0625,-0.06106052,-0.140625,-0.203125,-0.09389762,0.078125,-0.1875,-0.120352015,0.1875,-0.03125,-0.048453245,0.296875,0.140625,-0.11533643
